POS CM 40365 DORIS MONITOR 
4.955000000000000071e+00 1.100000000000000000e+01 1.100000000000000000e+01 5.530950000000000000e+05 9.104700000000000000e+05
4.959999999999999964e+00 6.000000000000000000e+00 6.000000000000000000e+00 5.530860000000000000e+05 9.103990000000000000e+05
4.964999999999999858e+00 1.000000000000000000e+01 1.000000000000000000e+01 5.530620000000000000e+05 9.103850000000000000e+05
4.969999999999999751e+00 1.200000000000000000e+01 1.200000000000000000e+01 5.530530000000000000e+05 9.103640000000000000e+05
4.974999999999999645e+00 1.600000000000000000e+01 1.600000000000000000e+01 5.530420000000000000e+05 9.103500000000000000e+05
4.980000000000000426e+00 1.000000000000000000e+01 1.000000000000000000e+01 5.530330000000000000e+05 9.103130000000000000e+05
4.985000000000000320e+00 1.300000000000000000e+01 1.300000000000000000e+01 5.530170000000000000e+05 9.101750000000000000e+05
4.990000000000000213e+00 1.400000000000000000e+01 1.400000000000000000e+01 5.530220000000000000e+05 9.102160000000000000e+05
4.995000000000000107e+00 1.100000000000000000e+01 1.100000000000000000e+01 5.530040000000000000e+05 9.100640000000000000e+05
5.000000000000000000e+00 1.000000000000000000e+01 1.000000000000000000e+01 5.529890000000000000e+05 9.100170000000000000e+05
